Generation,Population, Optimum, Climate, Popsize, Phenotype,sdPhenotype,Mismatch, Fitness, sdFitness, id
70, 5, 19, 0, 1000, 18.9798, 0.602806, 0.48, 0.856681, 0.165703, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
71, 1, 21, 0, 1000, 20.9625, 0.623179, 0.4937, 0.850035, 0.173655, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
71, 2, 20.5, 0, 1000, 20.4858, 0.646836, 0.508, 0.841543, 0.184928, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
71, 3, 20, 0, 1000, 20.0385, 0.642184, 0.5129, 0.84024, 0.181142, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
71, 4, 19.5, 0, 1000, 19.5016, 0.616943, 0.4952, 0.84927, 0.168302, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
71, 5, 19, 0, 1000, 18.9905, 0.608153, 0.4809, 0.856082, 0.168831, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
72, 1, 21, 0, 1000, 20.9782, 0.621024, 0.498, 0.848132, 0.170599, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
72, 2, 20.5, 0, 1000, 20.4909, 0.634421, 0.5053, 0.844556, 0.175308, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
72, 3, 20, 0, 1000, 20.035, 0.612936, 0.4876, 0.85218, 0.169634, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
72, 4, 19.5, 0, 1000, 19.4875, 0.641018, 0.5143, 0.840186, 0.178597, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
72, 5, 19, 0, 1000, 18.9803, 0.614328, 0.4933, 0.850683, 0.167824, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
73, 1, 21, 0, 1000, 21.0194, 0.626415, 0.4964, 0.847851, 0.176113, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
73, 2, 20.5, 0, 1000, 20.51, 0.64305, 0.512, 0.840503, 0.179478, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
73, 3, 20, 0, 1000, 20.0398, 0.63894, 0.5032, 0.843158, 0.18249, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
73, 4, 19.5, 0, 1000, 19.4568, 0.603355, 0.4802, 0.854998, 0.167619, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
73, 5, 19, 0, 1000, 19.0187, 0.619923, 0.4913, 0.850727, 0.17395, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
74, 1, 21, 0, 1000, 20.9933, 0.600304, 0.4797, 0.857335, 0.16277, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
74, 2, 20.5, 0, 1000, 20.5046, 0.637452, 0.5082, 0.843075, 0.175597, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
74, 3, 20, 0, 1000, 20.026, 0.628011, 0.498, 0.846935, 0.177054, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
74, 4, 19.5, 0, 1000, 19.4676, 0.646009, 0.5156, 0.839365, 0.179158, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
74, 5, 19, 0, 1000, 18.9771, 0.608931, 0.4817, 0.854922, 0.16889, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
75, 1, 21, 0, 1000, 21.0215, 0.589419, 0.4683, 0.862224, 0.161199, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
75, 2, 20.5, 0, 1000, 20.4663, 0.629453, 0.4995, 0.846531, 0.177729, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
75, 3, 20, 0, 1000, 20.0272, 0.630554, 0.503, 0.845053, 0.173821, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
75, 4, 19.5, 0, 1000, 19.4505, 0.625293, 0.4967, 0.847879, 0.176649, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
75, 5, 19, 0, 1000, 18.9892, 0.610718, 0.4876, 0.853996, 0.168652, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
76, 1, 21, 0, 1000, 20.9944, 0.602787, 0.478, 0.857226, 0.167549, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
76, 2, 20.5, 0, 1000, 20.4645, 0.611149, 0.4847, 0.853286, 0.170195, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
76, 3, 20, 0, 1000, 20.0175, 0.629762, 0.4993, 0.846907, 0.177629, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
76, 4, 19.5, 0, 1000, 19.4372, 0.623269, 0.4974, 0.848021, 0.174628, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
76, 5, 19, 0, 1000, 18.9662, 0.609844, 0.488, 0.853438, 0.167267, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
77, 1, 21, 0, 1000, 20.9717, 0.602787, 0.4697, 0.859554, 0.171323, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
77, 2, 20.5, 0, 1000, 20.4669, 0.606945, 0.4825, 0.856629, 0.167, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
77, 3, 20, 0, 1000, 20.0297, 0.642153, 0.5055, 0.84197, 0.182249, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
77, 4, 19.5, 0, 1000, 19.4669, 0.619143, 0.4789, 0.854352, 0.180994, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
77, 5, 19, 0, 1000, 18.9707, 0.585726, 0.4685, 0.861118, 0.157688, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
78, 1, 21, 0, 1000, 20.9658, 0.590982, 0.4774, 0.85935, 0.159358, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
78, 2, 20.5, 0, 1000, 20.5056, 0.613241, 0.4862, 0.853445, 0.170967, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
78, 3, 20, 0, 1000, 20.0119, 0.633885, 0.4993, 0.844799, 0.177764, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
78, 4, 19.5, 0, 1000, 19.4686, 0.605062, 0.4858, 0.8539, 0.164475, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
78, 5, 19, 0, 1000, 19.0044, 0.603394, 0.4762, 0.857586, 0.167564, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
79, 1, 21, 0, 1000, 20.9876, 0.613435, 0.4874, 0.853234, 0.170416, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
79, 2, 20.5, 0, 1000, 20.4967, 0.631235, 0.5003, 0.846886, 0.177522, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
79, 3, 20, 0, 1000, 20.0482, 0.623848, 0.4958, 0.847997, 0.175055, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
79, 4, 19.5, 0, 1000, 19.4787, 0.622562, 0.5013, 0.848065, 0.1694, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
79, 5, 19, 0, 1000, 19.0375, 0.61573, 0.4957, 0.849485, 0.168287, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
80, 1, 21, 0, 1000, 20.9562, 0.60429, 0.4836, 0.854813, 0.16665, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
80, 2, 20.5, 0, 1000, 20.5135, 0.604312, 0.4851, 0.854258, 0.163914, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
80, 3, 20, 0, 1000, 20.0337, 0.621354, 0.4951, 0.849016, 0.17362, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
80, 4, 19.5, 0, 1000, 19.4774, 0.616108, 0.489, 0.853339, 0.171012, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
80, 5, 19, 0, 1000, 19.0027, 0.595615, 0.4753, 0.858816, 0.162798, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
81, 1, 21, 0, 1000, 21.0033, 0.611108, 0.4901, 0.8517, 0.166779, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
81, 2, 20.5, 0, 1000, 20.5172, 0.596607, 0.4716, 0.859717, 0.165123, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
81, 3, 20, 0, 1000, 20.017, 0.613716, 0.4966, 0.850631, 0.164355, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
81, 4, 19.5, 0, 1000, 19.5199, 0.630485, 0.5005, 0.845962, 0.177317, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
81, 5, 19, 0, 1000, 19.0036, 0.595283, 0.4788, 0.858157, 0.160221, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
82, 1, 21, 0, 1000, 21.0234, 0.594362, 0.4666, 0.861106, 0.16432, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
82, 2, 20.5, 0, 1000, 20.5157, 0.657355, 0.5203, 0.836148, 0.18612, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
82, 3, 20, 0, 1000, 20.0292, 0.63851, 0.5116, 0.841971, 0.177122, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
82, 4, 19.5, 0, 1000, 19.5217, 0.624988, 0.4967, 0.848193, 0.173308, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
82, 5, 19, 0, 1000, 19.0141, 0.614075, 0.4957, 0.850177, 0.16621, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
83, 1, 21, 0, 1000, 20.9842, 0.628001, 0.5032, 0.846052, 0.173772, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
83, 2, 20.5, 0, 1000, 20.4985, 0.627472, 0.5027, 0.845895, 0.172959, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
83, 3, 20, 0, 1000, 20.0434, 0.627894, 0.4972, 0.84696, 0.178176, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
83, 4, 19.5, 0, 1000, 19.5222, 0.63782, 0.504, 0.844682, 0.179931, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
83, 5, 19, 0, 1000, 19.0287, 0.609753, 0.4861, 0.85391, 0.166604, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
84, 1, 21, 0, 1000, 20.9774, 0.627521, 0.4974, 0.847647, 0.177653, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
84, 2, 20.5, 0, 1000, 20.5228, 0.606934, 0.4814, 0.855561, 0.169666, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
84, 3, 20, 0, 1000, 20.056, 0.624848, 0.5034, 0.845214, 0.171806, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
84, 4, 19.5, 0, 1000, 19.5004, 0.654636, 0.521, 0.836728, 0.181476, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
84, 5, 19, 0, 1000, 19.0339, 0.597677, 0.4727, 0.859479, 0.167231, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
85, 1, 21, 0, 1000, 20.9983, 0.604378, 0.4821, 0.856479, 0.166077, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
85, 2, 20.5, 0, 1000, 20.5116, 0.631478, 0.5036, 0.8451, 0.175993, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
85, 3, 20, 0, 1000, 20.0349, 0.614662, 0.4911, 0.850761, 0.170025, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
85, 4, 19.5, 0, 1000, 19.4664, 0.618881, 0.4866, 0.852774, 0.176234, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
85, 5, 19, 0, 1000, 19.0225, 0.598199, 0.4779, 0.857397, 0.163025, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
86, 1, 21, 0, 1000, 21.0073, 0.614617, 0.4853, 0.853411, 0.17352, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
86, 2, 20.5, 0, 1000, 20.503, 0.602324, 0.4834, 0.856026, 0.164624, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
86, 3, 20, 0, 1000, 20.0275, 0.607835, 0.4825, 0.853604, 0.166436, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
86, 4, 19.5, 0, 1000, 19.4515, 0.625259, 0.4991, 0.847056, 0.172975, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
86, 5, 19, 0, 1000, 18.9986, 0.60374, 0.482, 0.855773, 0.165023, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
87, 1, 21, 0, 1000, 20.9751, 0.610084, 0.4867, 0.853697, 0.168646, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
87, 2, 20.5, 0, 1000, 20.5167, 0.613308, 0.4857, 0.853461, 0.171738, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
87, 3, 20, 0, 1000, 20.0146, 0.621654, 0.503, 0.847914, 0.167368, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
87, 4, 19.5, 0, 1000, 19.4805, 0.635432, 0.5105, 0.844159, 0.175707, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
87, 5, 19, 0, 1000, 19.0141, 0.61156, 0.4853, 0.853771, 0.170603, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
88, 1, 21, 0, 1000, 20.9767, 0.612047, 0.4861, 0.853664, 0.169981, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
88, 2, 20.5, 0, 1000, 20.5479, 0.605345, 0.4817, 0.854796, 0.168736, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
88, 3, 20, 0, 1000, 19.9934, 0.631899, 0.4958, 0.846925, 0.179264, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
88, 4, 19.5, 0, 1000, 19.4879, 0.637362, 0.5081, 0.842124, 0.176559, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
88, 5, 19, 0, 1000, 18.9819, 0.601635, 0.4793, 0.856323, 0.164831, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
89, 1, 21, 0, 1000, 20.9882, 0.603013, 0.4848, 0.854726, 0.16247, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
89, 2, 20.5, 0, 1000, 20.5163, 0.609275, 0.4889, 0.852603, 0.166623, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
89, 3, 20, 0, 1000, 19.9995, 0.624131, 0.4919, 0.850448, 0.17587, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
89, 4, 19.5, 0, 1000, 19.4839, 0.622461, 0.4989, 0.848096, 0.172424, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
89, 5, 19, 0, 1000, 19.0027, 0.594976, 0.4691, 0.861248, 0.164437, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
90, 1, 21, 0, 1000, 20.995, 0.59217, 0.4732, 0.859241, 0.160296, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
90, 2, 20.5, 0, 1000, 20.5293, 0.644614, 0.5159, 0.839331, 0.179103, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
90, 3, 20, 0, 1000, 20.0447, 0.620352, 0.4889, 0.850435, 0.174573, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
90, 4, 19.5, 0, 1000, 19.4989, 0.624339, 0.5021, 0.84721, 0.169883, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
90, 5, 19, 0, 1000, 19.0563, 0.615922, 0.4925, 0.851963, 0.171652, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
91, 1, 21, 0, 1000, 20.9791, 0.62293, 0.4991, 0.848886, 0.170837, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
91, 2, 20.5, 0, 1000, 20.5334, 0.632791, 0.5026, 0.845194, 0.178248, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
91, 3, 20, 0, 1000, 20.0504, 0.61418, 0.4904, 0.851117, 0.169381, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
91, 4, 19.5, 0, 1000, 19.5328, 0.621168, 0.4954, 0.848423, 0.172071, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
91, 5, 19, 0, 1000, 19.026, 0.61464, 0.4832, 0.853179, 0.17399, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
92, 1, 21, 0, 1000, 20.9944, 0.609639, 0.4872, 0.852511, 0.167144, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
92, 2, 20.5, 0, 1000, 20.5163, 0.625968, 0.4981, 0.847854, 0.174203, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
92, 3, 20, 0, 1000, 20.0319, 0.589304, 0.4755, 0.859821, 0.158283, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
92, 4, 19.5, 0, 1000, 19.5265, 0.624418, 0.4929, 0.848329, 0.176159, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
92, 5, 19, 0, 1000, 18.9994, 0.635377, 0.5026, 0.845193, 0.179404, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
93, 1, 21, 0, 1000, 21.0084, 0.627952, 0.4912, 0.848209, 0.179643, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
93, 2, 20.5, 0, 1000, 20.4854, 0.650715, 0.5132, 0.839703, 0.184474, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
93, 3, 20, 0, 1000, 20.0252, 0.616397, 0.4904, 0.8512, 0.171273, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
93, 4, 19.5, 0, 1000, 19.5392, 0.641635, 0.513, 0.84018, 0.178936, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
93, 5, 19, 0, 1000, 19.0159, 0.627623, 0.4905, 0.848607, 0.18024, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
94, 1, 21, 0, 1000, 21.05, 0.591853, 0.4742, 0.859574, 0.162363, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
94, 2, 20.5, 0, 1000, 20.4719, 0.634699, 0.5017, 0.845827, 0.178628, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
94, 3, 20, 0, 1000, 20.0169, 0.610112, 0.4867, 0.852913, 0.16854, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
94, 4, 19.5, 0, 1000, 19.5195, 0.625381, 0.5055, 0.845701, 0.169789, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
94, 5, 19, 0, 1000, 19.0052, 0.626183, 0.4994, 0.846348, 0.17237, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
95, 1, 21, 0, 1000, 20.9977, 0.596859, 0.4795, 0.858518, 0.1625, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
95, 2, 20.5, 0, 1000, 20.4887, 0.607414, 0.4925, 0.852648, 0.163274, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
95, 3, 20, 0, 1000, 20.0057, 0.600532, 0.4857, 0.855422, 0.159721, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
95, 4, 19.5, 0, 1000, 19.5245, 0.63406, 0.5119, 0.843502, 0.173986, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
95, 5, 19, 0, 1000, 19.0106, 0.619024, 0.4876, 0.851181, 0.172856, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
96, 1, 21, 0, 1000, 20.9904, 0.5902, 0.4678, 0.860884, 0.162089, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
96, 2, 20.5, 0, 1000, 20.4977, 0.614461, 0.4905, 0.850675, 0.168896, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
