Generation,Population, Optimum, Climate, Popsize, Phenotype,sdPhenotype,Mismatch, Fitness, sdFitness, id
26, 4, 19.5, 0, 1000, 19.5555, 0.611575, 0.4849, 0.853429, 0.173289, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
26, 5, 19, 0, 1000, 19.0168, 0.615822, 0.4902, 0.85196, 0.170509, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
27, 1, 21, 0, 1000, 21.0297, 0.631036, 0.5003, 0.845751, 0.177474, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
27, 2, 20.5, 0, 1000, 20.5079, 0.593869, 0.4781, 0.858489, 0.158547, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
27, 3, 20, 0, 1000, 19.9853, 0.643948, 0.5037, 0.844348, 0.185229, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
27, 4, 19.5, 0, 1000, 19.5679, 0.602945, 0.4847, 0.854806, 0.164789, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
27, 5, 19, 0, 1000, 19.008, 0.6066, 0.4834, 0.854651, 0.167482, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
28, 1, 21, 0, 1000, 21.0199, 0.615608, 0.4949, 0.851386, 0.166954, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
28, 2, 20.5, 0, 1000, 20.4402, 0.613743, 0.4926, 0.85043, 0.171135, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
28, 3, 20, 0, 1000, 19.9741, 0.646233, 0.5135, 0.840361, 0.183641, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
28, 4, 19.5, 0, 1000, 19.5338, 0.603077, 0.4796, 0.856005, 0.167962, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
28, 5, 19, 0, 1000, 19.0222, 0.607681, 0.4804, 0.855813, 0.170812, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
29, 1, 21, 0, 1000, 21.0123, 0.621196, 0.4965, 0.848645, 0.170661, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
29, 2, 20.5, 0, 1000, 20.4588, 0.616476, 0.4918, 0.8507, 0.172656, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
29, 3, 20, 0, 1000, 19.9994, 0.629981, 0.5048, 0.845372, 0.171913, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
29, 4, 19.5, 0, 1000, 19.5244, 0.617013, 0.4876, 0.851438, 0.171688, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
29, 5, 19, 0, 1000, 19.0258, 0.613621, 0.4892, 0.852318, 0.169749, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
30, 1, 21, 0, 1000, 21.015, 0.644042, 0.5252, 0.836754, 0.173091, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
30, 2, 20.5, 0, 1000, 20.4493, 0.606273, 0.4829, 0.854752, 0.168057, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
30, 3, 20, 0, 1000, 19.9904, 0.621381, 0.49, 0.850446, 0.174874, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
30, 4, 19.5, 0, 1000, 19.5082, 0.645282, 0.5156, 0.840496, 0.179542, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
30, 5, 19, 0, 1000, 19.0453, 0.629344, 0.5069, 0.844324, 0.173688, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
31, 1, 21, 0, 1000, 21.0353, 0.639275, 0.5071, 0.843073, 0.180851, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
31, 2, 20.5, 0, 1000, 20.4715, 0.624907, 0.4993, 0.84633, 0.172838, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
31, 3, 20, 0, 1000, 19.9986, 0.617738, 0.4982, 0.849054, 0.168213, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
31, 4, 19.5, 0, 1000, 19.4797, 0.610517, 0.4863, 0.853297, 0.167833, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
31, 5, 19, 0, 1000, 19.0587, 0.622231, 0.4983, 0.847748, 0.171725, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
32, 1, 21, 0, 1000, 21.0088, 0.6456, 0.5126, 0.840656, 0.181768, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
32, 2, 20.5, 0, 1000, 20.4806, 0.643909, 0.5066, 0.842354, 0.183938, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
32, 3, 20, 0, 1000, 19.9697, 0.628575, 0.4933, 0.848309, 0.177363, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
32, 4, 19.5, 0, 1000, 19.5219, 0.601658, 0.4839, 0.856075, 0.163509, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
32, 5, 19, 0, 1000, 19.0392, 0.603911, 0.4766, 0.856004, 0.168964, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
33, 1, 21, 0, 1000, 21.0479, 0.614991, 0.4889, 0.852185, 0.171098, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
33, 2, 20.5, 0, 1000, 20.4851, 0.620623, 0.4921, 0.850259, 0.173516, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
33, 3, 20, 0, 1000, 19.9474, 0.641627, 0.5144, 0.840446, 0.17733, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
33, 4, 19.5, 0, 1000, 19.5331, 0.605724, 0.4949, 0.852526, 0.160298, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
33, 5, 19, 0, 1000, 19.0225, 0.623757, 0.4945, 0.849498, 0.174899, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
34, 1, 21, 0, 1000, 21.0003, 0.612066, 0.4945, 0.85152, 0.165616, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
34, 2, 20.5, 0, 1000, 20.4914, 0.612243, 0.4916, 0.851546, 0.167384, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
34, 3, 20, 0, 1000, 19.9803, 0.626749, 0.4979, 0.847626, 0.175485, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
34, 4, 19.5, 0, 1000, 19.514, 0.622954, 0.4972, 0.848116, 0.173919, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
34, 5, 19, 0, 1000, 19.0211, 0.612225, 0.4931, 0.851194, 0.16508, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
35, 1, 21, 0, 1000, 20.9482, 0.643079, 0.5218, 0.838021, 0.17587, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
35, 2, 20.5, 0, 1000, 20.5158, 0.613814, 0.4824, 0.853769, 0.17398, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
35, 3, 20, 0, 1000, 19.9548, 0.625738, 0.508, 0.844672, 0.169381, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
35, 4, 19.5, 0, 1000, 19.5194, 0.629937, 0.5034, 0.845652, 0.175454, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
35, 5, 19, 0, 1000, 19.0403, 0.627136, 0.5019, 0.846685, 0.173788, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
36, 1, 21, 0, 1000, 20.9636, 0.625129, 0.4942, 0.8476, 0.175696, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
36, 2, 20.5, 0, 1000, 20.5306, 0.61599, 0.496, 0.849759, 0.168384, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
36, 3, 20, 0, 1000, 19.9676, 0.628399, 0.5026, 0.845985, 0.172706, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
36, 4, 19.5, 0, 1000, 19.5306, 0.625296, 0.4982, 0.847434, 0.174613, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
36, 5, 19, 0, 1000, 19.0615, 0.648235, 0.5169, 0.839935, 0.18376, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
37, 1, 21, 0, 1000, 20.9916, 0.650763, 0.5126, 0.840781, 0.185873, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
37, 2, 20.5, 0, 1000, 20.5459, 0.618114, 0.4949, 0.84915, 0.169885, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
37, 3, 20, 0, 1000, 19.9906, 0.650657, 0.5232, 0.835687, 0.177862, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
37, 4, 19.5, 0, 1000, 19.5009, 0.619963, 0.4923, 0.850634, 0.17283, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
37, 5, 19, 0, 1000, 19.0592, 0.628451, 0.5024, 0.846121, 0.176041, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
38, 1, 21, 0, 1000, 20.9775, 0.616899, 0.4987, 0.848951, 0.166237, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
38, 2, 20.5, 0, 1000, 20.5549, 0.632658, 0.5067, 0.843727, 0.176393, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
38, 3, 20, 0, 1000, 19.9751, 0.620221, 0.4927, 0.849128, 0.173717, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
38, 4, 19.5, 0, 1000, 19.5297, 0.603948, 0.4825, 0.856028, 0.16542, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
38, 5, 19, 0, 1000, 19.034, 0.605847, 0.4892, 0.85268, 0.162527, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
39, 1, 21, 0, 1000, 20.9989, 0.648143, 0.5155, 0.839768, 0.18238, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
39, 2, 20.5, 0, 1000, 20.5753, 0.63555, 0.5061, 0.843361, 0.180967, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
39, 3, 20, 0, 1000, 19.998, 0.63572, 0.5038, 0.846905, 0.179516, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
39, 4, 19.5, 0, 1000, 19.5179, 0.639342, 0.5097, 0.843676, 0.177744, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
39, 5, 19, 0, 1000, 19.0279, 0.6078, 0.4863, 0.853778, 0.167506, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
40, 1, 21, 0, 1000, 21.0182, 0.634217, 0.5074, 0.844451, 0.175608, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
40, 2, 20.5, 0, 1000, 20.5252, 0.63078, 0.5084, 0.844802, 0.172095, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
40, 3, 20, 0, 1000, 20.0087, 0.623589, 0.5023, 0.84651, 0.169491, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
40, 4, 19.5, 0, 1000, 19.5358, 0.638487, 0.5068, 0.843222, 0.178557, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
40, 5, 19, 0, 1000, 19.0288, 0.634597, 0.5052, 0.844168, 0.176907, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
41, 1, 21, 0, 1000, 21.0274, 0.615636, 0.4934, 0.850917, 0.168932, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
41, 2, 20.5, 0, 1000, 20.5109, 0.627108, 0.5037, 0.846214, 0.171965, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
41, 3, 20, 0, 1000, 20.0478, 0.598994, 0.4812, 0.856167, 0.162826, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
41, 4, 19.5, 0, 1000, 19.4834, 0.608732, 0.4866, 0.854101, 0.16503, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
41, 5, 19, 0, 1000, 19.0295, 0.601949, 0.4825, 0.85512, 0.16406, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
42, 1, 21, 0, 1000, 21.0266, 0.621078, 0.4896, 0.851197, 0.176157, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
42, 2, 20.5, 0, 1000, 20.509, 0.618823, 0.4976, 0.848979, 0.168552, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
42, 3, 20, 0, 1000, 20.0464, 0.615944, 0.4944, 0.850493, 0.171073, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
42, 4, 19.5, 0, 1000, 19.4855, 0.62377, 0.4983, 0.847857, 0.172428, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
42, 5, 19, 0, 1000, 19.0069, 0.613154, 0.4927, 0.853088, 0.167059, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
43, 1, 21, 0, 1000, 21.0309, 0.601013, 0.4757, 0.857505, 0.167842, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
43, 2, 20.5, 0, 1000, 20.497, 0.644349, 0.5152, 0.839866, 0.177144, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
43, 3, 20, 0, 1000, 20.0456, 0.61829, 0.4928, 0.849484, 0.171514, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
43, 4, 19.5, 0, 1000, 19.5003, 0.629544, 0.5017, 0.847602, 0.17445, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
43, 5, 19, 0, 1000, 18.9908, 0.629962, 0.5008, 0.846055, 0.176455, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
44, 1, 21, 0, 1000, 20.9911, 0.584065, 0.4655, 0.86308, 0.158452, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
44, 2, 20.5, 0, 1000, 20.5092, 0.654755, 0.5182, 0.838647, 0.186043, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
44, 3, 20, 0, 1000, 20.0327, 0.636306, 0.5053, 0.843882, 0.17811, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
44, 4, 19.5, 0, 1000, 19.4967, 0.65223, 0.5185, 0.837468, 0.182578, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
44, 5, 19, 0, 1000, 18.967, 0.638137, 0.5066, 0.843512, 0.179947, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
45, 1, 21, 0, 1000, 20.9829, 0.601115, 0.4783, 0.855433, 0.163445, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
45, 2, 20.5, 0, 1000, 20.481, 0.626875, 0.5, 0.8468, 0.173234, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
45, 3, 20, 0, 1000, 19.991, 0.649847, 0.5172, 0.839301, 0.181783, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
45, 4, 19.5, 0, 1000, 19.4914, 0.635492, 0.5094, 0.843478, 0.176405, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
45, 5, 19, 0, 1000, 18.9523, 0.618739, 0.4965, 0.849222, 0.170957, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
46, 1, 21, 0, 1000, 20.9831, 0.615161, 0.4823, 0.852147, 0.173895, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
46, 2, 20.5, 0, 1000, 20.5023, 0.656426, 0.5225, 0.836272, 0.184551, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
46, 3, 20, 0, 1000, 19.9809, 0.633882, 0.5111, 0.842133, 0.171841, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
46, 4, 19.5, 0, 1000, 19.506, 0.633344, 0.5056, 0.844606, 0.176557, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
46, 5, 19, 0, 1000, 18.9528, 0.639188, 0.5146, 0.84055, 0.177737, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
47, 1, 21, 0, 1000, 20.9766, 0.597469, 0.4722, 0.858823, 0.167424, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
47, 2, 20.5, 0, 1000, 20.4907, 0.616103, 0.4879, 0.85191, 0.172195, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
47, 3, 20, 0, 1000, 19.9402, 0.637346, 0.5136, 0.841973, 0.176298, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
47, 4, 19.5, 0, 1000, 19.4963, 0.614259, 0.4899, 0.851539, 0.169359, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
47, 5, 19, 0, 1000, 18.946, 0.631905, 0.5052, 0.844814, 0.178971, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
48, 1, 21, 0, 1000, 20.9784, 0.621256, 0.4904, 0.851734, 0.173945, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
48, 2, 20.5, 0, 1000, 20.4992, 0.598128, 0.4722, 0.859511, 0.165145, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
48, 3, 20, 0, 1000, 19.9634, 0.643097, 0.5146, 0.841833, 0.179904, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
48, 4, 19.5, 0, 1000, 19.5132, 0.626177, 0.4938, 0.848526, 0.178722, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
48, 5, 19, 0, 1000, 18.9865, 0.590166, 0.4659, 0.862319, 0.164345, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
49, 1, 21, 0, 1000, 20.9662, 0.627831, 0.497, 0.847829, 0.176799, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
49, 2, 20.5, 0, 1000, 20.483, 0.618703, 0.4964, 0.850163, 0.168341, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
49, 3, 20, 0, 1000, 19.9903, 0.638046, 0.5125, 0.841014, 0.175356, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
49, 4, 19.5, 0, 1000, 19.5376, 0.623342, 0.5066, 0.845735, 0.168575, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
49, 5, 19, 0, 1000, 18.9989, 0.612686, 0.4843, 0.854761, 0.170882, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
50, 1, 21, 0, 1000, 20.9625, 0.612486, 0.4773, 0.855032, 0.175904, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
50, 2, 20.5, 0, 1000, 20.4641, 0.631839, 0.5041, 0.844327, 0.176509, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
50, 3, 20, 0, 1000, 19.9645, 0.634312, 0.5001, 0.845373, 0.180076, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
50, 4, 19.5, 0, 1000, 19.5266, 0.629197, 0.4938, 0.848607, 0.179532, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
50, 5, 19, 0, 1000, 19.0203, 0.616375, 0.4993, 0.847868, 0.164989, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
51, 1, 21, 0, 1000, 20.9857, 0.59412, 0.4793, 0.858637, 0.160285, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
51, 2, 20.5, 0, 1000, 20.503, 0.598472, 0.4754, 0.858378, 0.165358, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
51, 3, 20, 0, 1000, 20.0147, 0.625944, 0.4975, 0.847264, 0.174356, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
51, 4, 19.5, 0, 1000, 19.5638, 0.605257, 0.493, 0.851971, 0.163582, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
51, 5, 19, 0, 1000, 19.0237, 0.625811, 0.5059, 0.845914, 0.169944, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
52, 1, 21, 0, 1000, 21.0293, 0.607849, 0.4843, 0.853857, 0.167178, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
